link,num_lien,pays,ligue,annee,equipes
/matches/1827578/live/angleterre-league-one-2024-2025-lincoln-city-exeter,1827578,angleterre,league-one,2024-2025,lincoln-city-exeter
/matches/1827580/live/angleterre-league-one-2024-2025-northampton-blackpool,1827580,angleterre,league-one,2024-2025,northampton-blackpool
/matches/1827581/live/angleterre-league-one-2024-2025-peterborough-charlton,1827581,angleterre,league-one,2024-2025,peterborough-charlton
/matches/1827584/live/angleterre-league-one-2024-2025-birmingham-shrewsbury,1827584,angleterre,league-one,2024-2025,birmingham-shrewsbury
/matches/1827585/live/angleterre-league-one-2024-2025-blackpool-bolton,1827585,angleterre,league-one,2024-2025,blackpool-bolton
/matches/1827586/live/angleterre-league-one-2024-2025-bristol-rovers-mansfield,1827586,angleterre,league-one,2024-2025,bristol-rovers-mansfield
/matches/1827587/live/angleterre-league-one-2024-2025-peterborough-wycombe,1827587,angleterre,league-one,2024-2025,peterborough-wycombe
/matches/1827588/live/angleterre-league-one-2024-2025-wycombe-burton,1827588,angleterre,league-one,2024-2025,wycombe-burton
/matches/1827589/live/angleterre-league-one-2024-2025-reading-exeter,1827589,angleterre,league-one,2024-2025,reading-exeter
/matches/1827590/live/angleterre-league-one-2024-2025-barnsley-blackpool,1827590,angleterre,league-one,2024-2025,barnsley-blackpool
/matches/1827591/live/angleterre-league-one-2024-2025-birmingham-lincoln-city,1827591,angleterre,league-one,2024-2025,birmingham-lincoln-city
/matches/1827592/live/angleterre-league-one-2024-2025-bristol-rovers-huddersfield,1827592,angleterre,league-one,2024-2025,bristol-rovers-huddersfield
/matches/1827593/live/angleterre-league-one-2024-2025-burton-bolton,1827593,angleterre,league-one,2024-2025,burton-bolton
/matches/1827594/live/angleterre-league-one-2024-2025-crawley-reading,1827594,angleterre,league-one,2024-2025,crawley-reading
/matches/1827595/live/angleterre-league-one-2024-2025-exeter-shrewsbury,1827595,angleterre,league-one,2024-2025,exeter-shrewsbury
/matches/1827596/live/angleterre-league-one-2024-2025-leyton-orient-northampton,1827596,angleterre,league-one,2024-2025,leyton-orient-northampton
/matches/1827597/live/angleterre-league-one-2024-2025-stevenage-mansfield,1827597,angleterre,league-one,2024-2025,stevenage-mansfield
/matches/1827598/live/angleterre-league-one-2024-2025-stockport-county-charlton,1827598,angleterre,league-one,2024-2025,stockport-county-charlton
/matches/1827599/live/angleterre-league-one-2024-2025-wigan-cambridge-u,1827599,angleterre,league-one,2024-2025,wigan-cambridge-u
/matches/1827600/live/angleterre-league-one-2024-2025-blackpool-leyton-orient,1827600,angleterre,league-one,2024-2025,blackpool-leyton-orient
/matches/1827602/live/angleterre-league-one-2024-2025-shrewsbury-wrexham,1827602,angleterre,league-one,2024-2025,shrewsbury-wrexham
/matches/1827606/live/angleterre-league-one-2024-2025-reading-wrexham,1827606,angleterre,league-one,2024-2025,reading-wrexham
/matches/1827611/live/angleterre-league-one-2024-2025-bristol-rovers-wrexham,1827611,angleterre,league-one,2024-2025,bristol-rovers-wrexham
/matches/1827614/live/angleterre-league-one-2024-2025-wrexham-birmingham,1827614,angleterre,league-one,2024-2025,wrexham-birmingham
/matches/1827616/live/angleterre-league-one-2024-2025-wrexham-stevenage,1827616,angleterre,league-one,2024-2025,wrexham-stevenage
/matches/1827618/live/angleterre-league-one-2024-2025-crawley-wrexham,1827618,angleterre,league-one,2024-2025,crawley-wrexham
/matches/1827620/live/angleterre-league-one-2024-2025-wrexham-leyton-orient,1827620,angleterre,league-one,2024-2025,wrexham-leyton-orient
/matches/1827622/live/angleterre-league-one-2024-2025-northampton-wrexham,1827622,angleterre,league-one,2024-2025,northampton-wrexham
/matches/1827625/live/angleterre-league-one-2024-2025-mansfield-wrexham,1827625,angleterre,league-one,2024-2025,mansfield-wrexham
/matches/1827628/live/angleterre-league-one-2024-2025-wrexham-bolton,1827628,angleterre,league-one,2024-2025,wrexham-bolton
/matches/1827631/live/angleterre-league-one-2024-2025-huddersfield-wrexham,1827631,angleterre,league-one,2024-2025,huddersfield-wrexham
/matches/1827633/live/angleterre-league-one-2024-2025-wrexham-rotherham,1827633,angleterre,league-one,2024-2025,wrexham-rotherham
/matches/1827635/live/angleterre-league-one-2024-2025-wycombe-wrexham,1827635,angleterre,league-one,2024-2025,wycombe-wrexham
/matches/1827637/live/angleterre-league-one-2024-2025-wrexham-stockport-county,1827637,angleterre,league-one,2024-2025,wrexham-stockport-county
/matches/1827639/live/angleterre-league-one-2024-2025-exeter-wrexham,1827639,angleterre,league-one,2024-2025,exeter-wrexham
/matches/1827641/live/angleterre-league-one-2024-2025-cambridge-u-wrexham,1827641,angleterre,league-one,2024-2025,cambridge-u-wrexham
/matches/1827689/live/angleterre-championship-2024-2025-oxford-luton,1827689,,,,
/matches/1827690/live/angleterre-championship-2024-2025-oxford-blackburn,1827690,,,,
/matches/1827691/live/angleterre-championship-2024-2025-watford-preston,1827691,,,,
/matches/1827692/live/angleterre-championship-2024-2025-leeds-norwich,1827692,,,,
/matches/1827693/live/angleterre-championship-2024-2025-plymouth-burnley,1827693,,,,
/matches/1827694/live/angleterre-championship-2024-2025-plymouth-queens-park-rangers,1827694,,,,
/matches/1827695/live/angleterre-championship-2024-2025-portsmouth-stoke,1827695,,,,
/matches/1827696/live/angleterre-championship-2024-2025-sheffield-wednesday-bristol-city,1827696,,,,
/matches/1827697/live/angleterre-championship-2024-2025-portsmouth-middlesbrough,1827697,,,,
/matches/1827698/live/angleterre-championship-2024-2025-bristol-city-blackburn,1827698,,,,
/matches/1827699/live/angleterre-championship-2024-2025-sheffield-united-norwich,1827699,,,,
/matches/1827700/live/angleterre-championship-2024-2025-burnley-leeds,1827700,,,,
/matches/1827701/live/angleterre-championship-2024-2025-west-bromwich-albion-stoke,1827701,,,,
/matches/1827702/live/angleterre-championship-2024-2025-coventry-watford,1827702,,,,
/matches/1827703/live/angleterre-championship-2024-2025-blackburn-coventry,1827703,,,,
/matches/1827704/live/angleterre-championship-2024-2025-luton-millwall,1827704,,,,
/matches/1827705/live/angleterre-championship-2024-2025-derby-sunderland,1827705,,,,
/matches/1827706/live/angleterre-championship-2024-2025-hull-queens-park-rangers,1827706,,,,
/matches/1827707/live/angleterre-championship-2024-2025-middlesbrough-west-bromwich-albion,1827707,,,,
/matches/1827708/live/angleterre-championship-2024-2025-millwall-hull,1827708,,,,
/matches/1827709/live/angleterre-championship-2024-2025-queens-park-rangers-luton,1827709,,,,
/matches/1827710/live/angleterre-championship-2024-2025-sunderland-sheffield-united,1827710,,,,
/matches/1827711/live/angleterre-championship-2024-2025-west-bromwich-albion-preston,1827711,,,,
/matches/1827712/live/angleterre-championship-2024-2025-blackburn-burnley,1827712,,,,
/matches/1827713/live/angleterre-championship-2024-2025-bristol-city-derby,1827713,,,,
/matches/1827714/live/angleterre-championship-2024-2025-hull-leeds,1827714,,,,
/matches/1827715/live/angleterre-championship-2024-2025-norwich-coventry,1827715,,,,
/matches/1827716/live/angleterre-championship-2024-2025-preston-oxford,1827716,,,,
/matches/1827717/live/angleterre-championship-2024-2025-sheffield-wednesday-millwall,1827717,,,,
/matches/1827718/live/angleterre-championship-2024-2025-stoke-plymouth,1827718,,,,
/matches/1827719/live/angleterre-championship-2024-2025-sunderland-portsmouth,1827719,,,,
/matches/1827720/live/angleterre-championship-2024-2025-watford-sheffield-united,1827720,,,,
/matches/1827721/live/angleterre-championship-2024-2025-burnley-sunderland,1827721,,,,
/matches/1827722/live/angleterre-championship-2024-2025-coventry-bristol-city,1827722,,,,
/matches/1827723/live/angleterre-championship-2024-2025-derby-watford,1827723,,,,
/matches/1827724/live/angleterre-championship-2024-2025-leeds-sheffield-wednesday,1827724,,,,
/matches/1827725/live/angleterre-championship-2024-2025-luton-preston,1827725,,,,
/matches/1827726/live/angleterre-championship-2024-2025-preston-sheffield-united,1827726,,,,
/matches/1827727/live/angleterre-championship-2024-2025-blackburn-derby,1827727,,,,
/matches/1827728/live/angleterre-championship-2024-2025-queens-park-rangers-watford,1827728,,,,
