league,journey,season,date,hours,referee,stadium,team1,team2,minutes,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,link
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,69,Gaëtan Laborde, Nice,0.04,0.00,Non cadrée,19,Pied gauche,Reprise de volée,Jonathan Clauss,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,71,Jeremie Boga, Nice,0.11,0.02,Sauvée,17,Pied droit,Reprise de volée,Jonathan Clauss,Passe (sur action de jeu),Melvin Bard,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,74,Habib Diarra, Strasbourg,0.05,0.00,Non cadrée,24,Pied droit,Coup franc,Habib Diarra,Faute subie,Habib Diarra,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,80,Jonathan Clauss, Nice,0.01,0.00,Non cadrée,11,Pied droit,Reprise de volée,Melvin Bard,Passe (sur action de jeu),Badredine Bouanani,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,82,Jeremie Boga, Nice,0.21,0.00,Non cadrée,5,Tête,,Hicham Boudaoui,Passe (sur action de jeu),Jonathan Clauss,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,84,Morgan Sanson, Nice,0.02,0.00,Non cadrée,28,Pied droit,,Hicham Boudaoui,Passe (sur action de jeu),Jeremie Boga,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,86,Gaëtan Laborde, Nice,0.06,0.00,Non cadrée,17,Pied gauche,,Morgan Sanson,Passe (sur action de jeu),Melvin Bard,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,86,Youssouf Ndayishimiye, Nice,0.03,0.01,Sauvée,31,Pied droit,,Jeremie Boga,Passe (sur action de jeu),Melvin Bard,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,86,Jeremie Boga, Nice,0.14,0.00,Bloquée,14,Pied droit,,Youssouf Ndayishimiye,Tir,,,https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,87,Antoine Mendy, Nice,0.01,0.00,Non cadrée,16,Tête,,Jonathan Clauss,Passe (sur action de jeu),Jeremie Boga,Tir,https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,89,Terem Moffi, Nice,0.08,0.00,Non cadrée,21,Pied gauche,Reprise de volée,Youssouf Ndayishimiye,Passe (sur action de jeu),Antoine Mendy,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,12/04/2025,21:05,Jérémie Pignard,Stade de la Meinau,Strasbourg,Nice,90+4,Youssouf Ndayishimiye, Nice,0.10,0.50,But,8,Tête,,Jonathan Clauss,Passe (sur ballon arrêté),Melvin Bard,Passe (sur action de jeu),https://fbref.com/fr/matchs/55275978/Strasbourg-Nice-12-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,6,Ludovic Ajorque, Brest,0.37,0.87,But,3,Pied gauche,,Mathias Pereira Lage,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,15,Mahdi Camara, Brest,0.05,0.00,Non cadrée,16,Pied droit,,Ludovic Ajorque,Passe (sur action de jeu),Abdallah Sima,Passe (sur action de jeu),https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,16,Mickael Nade, Saint-Étienne,0.03,0.00,Non cadrée,10,Autre,,Zuriko Davitashvili,Passe (sur ballon arrêté),Zuriko Davitashvili,Passe (sur action de jeu),https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,16,Lucas Stassin, Saint-Étienne,0.09,0.36,But,7,Pied gauche,,Mickael Nade,Tir,,,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,20,Hugo Magnetti, Brest,0.01,0.00,Non cadrée,27,Pied droit,Reprise de volée,Mathias Pereira Lage,Passe (sur ballon arrêté),Kenny Lala,Passe (sur action de jeu),https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,22,Mahdi Camara, Brest,0.04,0.04,Sauvée,28,Pied droit,,Ludovic Ajorque,Passe (sur action de jeu),Abdoulaye Niakhate Ndiaye,Passe (sur ballon arrêté),https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,23,Zuriko Davitashvili, Saint-Étienne,0.02,0.02,Sauvée,24,Pied droit,,Zuriko Davitashvili,Dribble,Aimen Moueffek,Passe (sur action de jeu),https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,25,Abdallah Sima, Brest,0.48,0.98,But,8,Tête,,Kenny Lala,Passe (sur ballon arrêté),Mathias Pereira Lage,Faute subie,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,34,Irvin Cardona, Saint-Étienne,0.05,0.10,But,6,Tête,,Zuriko Davitashvili,Passe (sur ballon arrêté),,,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,37,Ludovic Ajorque, Brest,0.05,0.37,But,13,Tête,,Mathias Pereira Lage,Passe (sur ballon arrêté),Hugo Magnetti,Faute subie,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,54,Abdoulaye Niakhate Ndiaye, Brest,0.06,0.00,Bloquée,8,Tête,,Kenny Lala,Passe (sur ballon arrêté),Mahdi Camara,Faute subie,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,62,Hugo Magnetti, Brest,0.05,0.00,Non cadrée,23,Pied gauche,,Abdallah Sima,Passe (sur action de jeu),Ludovic Ajorque,Passe (sur action de jeu),https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,64,Abdallah Sima, Brest,0.09,0.00,Non cadrée,11,Tête,,Mahdi Camara,Passe (sur action de jeu),Pierre Lees-Melou,Passe (sur action de jeu),https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,74,Mama Samba Baldé, Brest,0.06,0.00,Montants,11,Pied droit,Reprise de volée,Abdallah Sima,Passe (sur action de jeu),Abdoulaye Niakhate Ndiaye,Faute subie,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,79,Pierre Ekwah Elimby, Saint-Étienne,0.02,0.00,Non cadrée,23,Pied gauche,,Zuriko Davitashvili,Passe (sur ballon arrêté),Zuriko Davitashvili,Faute subie,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,80,Irvin Cardona, Saint-Étienne,0.38,0.33,But,22,Pied droit,,Florian Tardieu,Passe (sur action de jeu),Mickael Nade,Passe (sur action de jeu),https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,90+5,Zuriko Davitashvili, Saint-Étienne,0.08,0.00,Montants,12,Tête,,Dennis Appiah,Passe (sur action de jeu),Benjamin Bouchouari,Passe (sur action de jeu),https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,90+6,Pierre Ekwah Elimby, Saint-Étienne,0.04,0.00,Bloquée,11,Pied gauche,,Pierre Ekwah Elimby,Passe (sur action de jeu),Florian Tardieu,Passe (sur action de jeu),https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,90+7,Benjamin Bouchouari, Saint-Étienne,0.01,0.00,Non cadrée,28,Pied droit,Reprise de volée,Zuriko Davitashvili,Passe (sur ballon arrêté),Pierre Ekwah Elimby,Tir,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,90+8,Mahdi Camara, Brest,0.06,0.48,Sauvée,24,Pied droit,,Pierre Lees-Melou,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,90+8,Massadio Haïdara, Brest,0.05,0.00,Bloquée,16,Pied droit,,Mahdi Camara,Tir,,,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,15:00,Abdelatif Kherradji,Stade Geoffroy-Guichard,Saint-Étienne,Brest,90+8,Mama Samba Baldé, Brest,0.17,0.00,Bloquée,6,Tête,,Massadio Haïdara,Tir,,,https://fbref.com/fr/matchs/8a453c4e/Saint-Etienne-Brest-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,2,Esteban Lepaul, Angers,0.10,0.52,But,4,Tête,,Farid El Melali,Passe (sur ballon arrêté),Florent Hanin,Passe (sur action de jeu),https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,7,Farid El Melali, Angers,0.06,0.00,Non cadrée,27,Pied droit,,Abdoulaye Bamba,Passe (sur action de jeu),Esteban Lepaul,Passe (sur action de jeu),https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,23,Théo Sainte-Luce, Montpellier,0.06,0.20,Sauvée,14,Pied gauche,Reprise de volée,Nicolas Pays,Passe (sur action de jeu),Wilfried Ndollo,Passe (sur ballon arrêté),https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,30,Jean-Eudes Aholou, Angers,0.05,0.00,Non cadrée,10,Tête,,Lilian Raolisoa,Passe (sur action de jeu),Farid El Melali,Passe (sur ballon arrêté),https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,30,Farid El Melali, Angers,0.62,0.00,Montants,10,Pied droit,,,,,,https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,32,Jordan Lefort, Angers,0.05,0.00,Bloquée,7,Tête,,Lilian Raolisoa,Passe (sur ballon arrêté),Lilian Raolisoa,Passe (sur action de jeu),https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,43,Esteban Lepaul, Angers,0.19,0.49,But,6,Pied droit,Déviée,Himad Abdelli,Passe (sur action de jeu),Himad Abdelli,Dribble,https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,45+2,Farid El Melali, Angers,0.08,0.08,Sauvée,16,Pied gauche,,Himad Abdelli,Passe (sur action de jeu),Jean-Eudes Aholou,Passe (sur action de jeu),https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,47,Tanguy Coulibaly, Montpellier,0.08,0.00,Non cadrée,17,Pied gauche,,Jordan Ferri,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,55,Yassin Belkhdim, Angers,0.14,0.20,Sauvée,5,Tête,,Florent Hanin,Passe (sur action de jeu),Farid El Melali,Passe (sur ballon arrêté),https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,55,Farid El Melali, Angers,0.04,0.00,Non cadrée,14,Pied droit,,Yassin Belkhdim,Tir,,,https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,67,Esteban Lepaul, Angers,0.03,0.00,Bloquée,15,Pied gauche,,Farid El Melali,Passe (sur action de jeu),Jean-Eudes Aholou,Passe (sur action de jeu),https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,74,Nicolas Pays, Montpellier,0.08,0.00,Bloquée,24,Pied gauche,,Téji Savanier,Passe (sur action de jeu),Yael Mouanga,Passe (sur action de jeu),https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,84,Rabby Nzingoula, Montpellier,0.09,0.55,Sauvée,22,Pied droit,,Rabby Nzingoula,Tacle,,,https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Benoît Millot,Stade Raymond Kopa,Angers,Montpellier,85,Lucas Mincarelli, Montpellier,0.20,0.00,Non cadrée,6,Pied gauche,,Tanguy Coulibaly,Passe (sur action de jeu),Junior Ndiaye,Passe (sur action de jeu),https://fbref.com/fr/matchs/47a1a48a/Angers-Montpellier-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,1,Azor Matusiwa, Rennes,0.21,0.92,But,12,Pied gauche,,Arnaud Kalimuendo,Passe (sur action de jeu),Azor Matusiwa,Interception,https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,4,Seko Fofana, Rennes,0.36,0.00,Non cadrée,14,Pied gauche,,Musa Al-Taamari,Passe (sur action de jeu),Arnaud Kalimuendo,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,7,Abdoulaye Touré, Le Havre,0.04,0.00,Non cadrée,21,Pied gauche,,Timothee Pembele,Passe (sur action de jeu),Yassine Kechta,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,12,Lorenz Assignon, Rennes,0.47,0.87,But,11,Pied droit,,Arnaud Kalimuendo,Passe (sur action de jeu),Musa Al-Taamari,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,15,Azor Matusiwa, Rennes,0.11,0.00,Non cadrée,11,Pied droit,Reprise de volée,Musa Al-Taamari,Passe (sur action de jeu),Adrien Truffert,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,15,Arnaud Kalimuendo, Rennes,0.40,0.96,But,5,Tête,,Azor Matusiwa,Tir,,,https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,26,Yassine Kechta, Le Havre,0.05,0.00,Non cadrée,73,Pied gauche,,Yassine Kechta,Dribble,Issa Soumaré,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,40,Abdoulaye Touré, Le Havre,0.01,0.04,Sauvée,25,Pied droit,,,,,,https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,42,Junior Mwanga, Le Havre,0.04,0.02,But,24,Pied droit,Coup franc,Issa Soumaré,Faute subie,Timothee Pembele,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,49,André Ayew, Le Havre,0.18,0.00,Non cadrée,8,Tête,,Abdoulaye Touré,Passe (sur action de jeu),Loïc Nego,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,49,Yassine Kechta, Le Havre,0.04,0.00,Bloquée,25,Pied gauche,,Issa Soumaré,Passe (sur action de jeu),André Ayew,Tir,https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,52,Josué Casimir, Le Havre,0.04,0.00,Bloquée,19,Pied droit,,Yassine Kechta,Passe (sur action de jeu),Josué Casimir,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,53,Arnaud Kalimuendo, Rennes,0.06,0.00,Non cadrée,16,Pied droit,,Seko Fofana,Passe (sur action de jeu),,,https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,57,Musa Al-Taamari, Rennes,1.00,1.00,But,2,Pied gauche,,,,,,https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,60,Anthony Rouault, Rennes,0.12,0.07,Sauvée,10,Pied droit,,Jordan James,Passe (sur ballon arrêté),Arnaud Kalimuendo,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,63,Issa Soumaré, Le Havre,0.09,0.00,Bloquée,24,Pied droit,Coup franc,Josué Casimir,Faute subie,Issa Soumaré,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,69,Yassine Kechta, Le Havre,0.03,0.00,Non cadrée,15,Tête,,Loïc Nego,Passe (sur action de jeu),Abdoulaye Touré,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,74,Lilian Brassier, Rennes,0.02,0.00,Bloquée,12,Tête,,Jordan James,Passe (sur action de jeu),Lorenz Assignon,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,84,Koka, Le Havre,0.04,0.00,Non cadrée,12,Tête,,Abdoulaye Touré,Passe (sur action de jeu),Loïc Nego,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,89,Carlos Gómez, Rennes,0.03,0.08,But,12,Pied droit,,Azor Matusiwa,Passe (sur action de jeu),Hans Hateboer,Passe (sur action de jeu),https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,17:15,Willy Delajod,Stade Océane,Le Havre,Rennes,90+4,Junior Mwanga, Le Havre,0.04,0.00,Non cadrée,25,Pied droit,Coup franc,Issa Soumaré,Faute subie,,,https://fbref.com/fr/matchs/9c967c61/Le-Havre-Rennes-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,3,Duje Ćaleta-Car, Lyon,0.24,0.00,Non cadrée,4,Tête,,Thiago Almada,Passe (sur ballon arrêté),Abner,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,4,Lassine Sinayoko, Auxerre,0.15,0.00,Bloquée,13,Pied gauche,,Ado Onaiwu,Passe (sur action de jeu),Donovan Léon,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
Ligue 1,Journée 29,2024/2025,13/04/2025,20:45,Stéphanie Frappart,Stade de l'Abbé Deschamps,Auxerre,Lyon,7,Gaëtan Perrin, Auxerre,0.10,0.00,Non cadrée,24,Pied droit,Coup franc,Gaëtan Perrin,Faute subie,Gideon Mensah,Passe (sur action de jeu),https://fbref.com/fr/matchs/bef8bbc1/Auxerre-Lyon-13-Avril-2025-Ligue-1
