numéro,pays,ligue,année,clubs,liens
1823549,Allemagne,Oberliga,2024-2025,Fc Pipinsried Sv Kirchanschoering,/matches/1823549/live/allemagne-oberliga-2024-2025-fc-pipinsried-sv-kirchanschoering
1823550,Allemagne,Oberliga,2024-2025,Unterhaching Ii Sv Schalding Heining,/matches/1823550/live/allemagne-oberliga-2024-2025-unterhaching-ii-sv-schalding-heining
1823551,Allemagne,Oberliga,2024-2025,Unterhaching Ii Tsv Gruenwald,/matches/1823551/live/allemagne-oberliga-2024-2025-unterhaching-ii-tsv-gruenwald
1823552,Allemagne,Oberliga,2024-2025,Tuerkspor Augsburg Tsv 1861 Noerdlingen,/matches/1823552/live/allemagne-oberliga-2024-2025-tuerkspor-augsburg-tsv-1861-noerdlingen
1823553,Allemagne,Oberliga,2024-2025,Fc Pipinsried Fc Deisenhofen,/matches/1823553/live/allemagne-oberliga-2024-2025-fc-pipinsried-fc-deisenhofen
1823554,Allemagne,Oberliga,2024-2025,Tsv Rain Lech Fc Memmingen,/matches/1823554/live/allemagne-oberliga-2024-2025-tsv-rain-lech-fc-memmingen
1823555,Allemagne,Oberliga,2024-2025,Sv Schalding Heining Fc Ismaning,/matches/1823555/live/allemagne-oberliga-2024-2025-sv-schalding-heining-fc-ismaning
1823556,Allemagne,Oberliga,2024-2025,Tsv Gruenwald Tsv Kottern,/matches/1823556/live/allemagne-oberliga-2024-2025-tsv-gruenwald-tsv-kottern
1823557,Allemagne,Oberliga,2024-2025,Tuerkspor Augsburg Tsv Rain Lech,/matches/1823557/live/allemagne-oberliga-2024-2025-tuerkspor-augsburg-tsv-rain-lech
1823558,Allemagne,Oberliga,2024-2025,Tsv Landsberg Fc Sonthofen,/matches/1823558/live/allemagne-oberliga-2024-2025-tsv-landsberg-fc-sonthofen
1823559,Allemagne,Oberliga,2024-2025,Sv Erlbach Tsv 1861 Noerdlingen,/matches/1823559/live/allemagne-oberliga-2024-2025-sv-erlbach-tsv-1861-noerdlingen
1823560,Allemagne,Oberliga,2024-2025,Unterhaching Ii Sv Kirchanschoering,/matches/1823560/live/allemagne-oberliga-2024-2025-unterhaching-ii-sv-kirchanschoering
1823561,Allemagne,Oberliga,2024-2025,Tsv Gruenwald Tuerkspor Augsburg,/matches/1823561/live/allemagne-oberliga-2024-2025-tsv-gruenwald-tuerkspor-augsburg
1823562,Allemagne,Oberliga,2024-2025,Sv Erlbach Tsv Kottern,/matches/1823562/live/allemagne-oberliga-2024-2025-sv-erlbach-tsv-kottern
1823563,Allemagne,Oberliga,2024-2025,Tsv Landsberg Sv Kirchanschoering,/matches/1823563/live/allemagne-oberliga-2024-2025-tsv-landsberg-sv-kirchanschoering
1823564,Allemagne,Oberliga,2024-2025,Tuerkspor Augsburg Fc Sonthofen,/matches/1823564/live/allemagne-oberliga-2024-2025-tuerkspor-augsburg-fc-sonthofen
1823566,Allemagne,Oberliga,2024-2025,Tsv 1861 Noerdlingen Tsv Rain Lech,/matches/1823566/live/allemagne-oberliga-2024-2025-tsv-1861-noerdlingen-tsv-rain-lech
1823567,Allemagne,Oberliga,2024-2025,Tsv Kottern Fc Deisenhofen,/matches/1823567/live/allemagne-oberliga-2024-2025-tsv-kottern-fc-deisenhofen
1823568,Allemagne,Oberliga,2024-2025,Fc Memmingen Fc Ismaning,/matches/1823568/live/allemagne-oberliga-2024-2025-fc-memmingen-fc-ismaning
1823569,Allemagne,Oberliga,2024-2025,Tsv Kottern 1860 Muenchen Ii,/matches/1823569/live/allemagne-oberliga-2024-2025-tsv-kottern-1860-muenchen-ii
1823570,Allemagne,Oberliga,2024-2025,Sv Erlbach Tsv Landsberg,/matches/1823570/live/allemagne-oberliga-2024-2025-sv-erlbach-tsv-landsberg
1823571,Allemagne,Oberliga,2024-2025,Tuerkspor Augsburg Unterhaching Ii,/matches/1823571/live/allemagne-oberliga-2024-2025-tuerkspor-augsburg-unterhaching-ii
